user_id,rank,item_id,title,predicted_rating,n_training_ratings
11,8,511,Lawrence of Arabia (1962),4.287,127
11,9,603,Rear Window (1954),4.284,155
11,10,285,Secrets & Lies (1996),4.279,124
12,1,169,"Wrong Trousers, The (1993)",4.861,87
12,2,408,"Close Shave, A (1995)",4.848,89
12,3,318,Schindler's List (1993),4.824,234
12,4,64,"Shawshank Redemption, The (1994)",4.816,201
12,5,178,12 Angry Men (1957),4.802,89
12,6,513,"Third Man, The (1949)",4.783,45
12,7,657,"Manchurian Candidate, The (1962)",4.77,101
12,8,12,"Usual Suspects, The (1995)",4.766,202
12,9,251,Shall We Dance? (1996),4.763,31
12,10,427,To Kill a Mockingbird (1962),4.761,176
13,1,408,"Close Shave, A (1995)",4.302,89
13,2,127,"Godfather, The (1972)",4.272,308
13,3,169,"Wrong Trousers, The (1993)",4.272,87
13,4,513,"Third Man, The (1949)",4.228,45
13,5,923,Raise the Red Lantern (1991),4.109,43
13,6,191,Amadeus (1984),4.081,201
13,7,64,"Shawshank Redemption, The (1994)",4.042,201
13,8,661,High Noon (1952),4.017,60
13,9,709,Strictly Ballroom (1992),4.01,79
13,10,134,Citizen Kane (1941),3.984,136
14,1,169,"Wrong Trousers, The (1993)",4.849,87
14,2,513,"Third Man, The (1949)",4.813,45
14,3,483,Casablanca (1942),4.803,178
14,4,318,Schindler's List (1993),4.763,234
14,5,357,One Flew Over the Cuckoo's Nest (1975),4.74,200
14,6,64,"Shawshank Redemption, The (1994)",4.722,201
14,7,480,North by Northwest (1959),4.678,134
14,8,127,"Godfather, The (1972)",4.667,308
14,9,515,"Boot, Das (1981)",4.646,148
14,10,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.641,146
15,1,64,"Shawshank Redemption, The (1994)",3.997,201
15,2,318,Schindler's List (1993),3.962,234
15,3,169,"Wrong Trousers, The (1993)",3.933,87
15,4,513,"Third Man, The (1949)",3.922,45
15,5,483,Casablanca (1942),3.92,178
15,6,408,"Close Shave, A (1995)",3.9,89
15,7,515,"Boot, Das (1981)",3.877,148
15,8,357,One Flew Over the Cuckoo's Nest (1975),3.872,200
15,9,178,12 Angry Men (1957),3.863,89
15,10,114,Wallace & Gromit: The Best of Aardman Animation (1996),3.827,44
16,1,408,"Close Shave, A (1995)",4.953,89
16,2,169,"Wrong Trousers, The (1993)",4.929,87
16,3,513,"Third Man, The (1949)",4.911,45
16,4,483,Casablanca (1942),4.882,178
16,5,178,12 Angry Men (1957),4.88,89
16,6,480,North by Northwest (1959),4.875,134
16,7,50,Star Wars (1977),4.845,438
16,8,647,Ran (1985),4.817,50
16,9,357,One Flew Over the Cuckoo's Nest (1975),4.808,200
16,10,488,Sunset Blvd. (1950),4.79,47
17,1,318,Schindler's List (1993),3.978,234
17,2,483,Casablanca (1942),3.954,178
17,3,178,12 Angry Men (1957),3.936,89
17,4,64,"Shawshank Redemption, The (1994)",3.923,201
17,5,513,"Third Man, The (1949)",3.921,45
17,6,408,"Close Shave, A (1995)",3.909,89
17,7,480,North by Northwest (1959),3.893,134
17,8,285,Secrets & Lies (1996),3.854,124
17,9,357,One Flew Over the Cuckoo's Nest (1975),3.852,200
17,10,272,Good Will Hunting (1997),3.85,155
18,1,64,"Shawshank Redemption, The (1994)",4.454,201
18,2,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.399,44
18,3,488,Sunset Blvd. (1950),4.385,47
18,4,285,Secrets & Lies (1996),4.383,124
18,5,515,"Boot, Das (1981)",4.379,148
18,6,427,To Kill a Mockingbird (1962),4.375,176
18,7,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.347,146
18,8,511,Lawrence of Arabia (1962),4.332,127
18,9,223,Sling Blade (1996),4.329,100
18,10,272,Good Will Hunting (1997),4.322,155
19,1,318,Schindler's List (1993),4.374,234
19,2,64,"Shawshank Redemption, The (1994)",4.369,201
19,3,408,"Close Shave, A (1995)",4.351,89
19,4,483,Casablanca (1942),4.32,178
19,5,169,"Wrong Trousers, The (1993)",4.318,87
19,6,178,12 Angry Men (1957),4.312,89
19,7,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.263,44
19,8,603,Rear Window (1954),4.223,155
19,9,174,Raiders of the Lost Ark (1981),4.223,317
19,10,488,Sunset Blvd. (1950),4.221,47
20,1,483,Casablanca (1942),4.009,178
20,2,408,"Close Shave, A (1995)",3.961,89
20,3,318,Schindler's List (1993),3.918,234
20,4,169,"Wrong Trousers, The (1993)",3.867,87
20,5,513,"Third Man, The (1949)",3.856,45
20,6,178,12 Angry Men (1957),3.847,89
20,7,64,"Shawshank Redemption, The (1994)",3.833,201
20,8,488,Sunset Blvd. (1950),3.829,47
20,9,313,Titanic (1997),3.819,272
20,10,427,To Kill a Mockingbird (1962),3.814,176
21,1,513,"Third Man, The (1949)",3.973,45
21,2,114,Wallace & Gromit: The Best of Aardman Animation (1996),3.934,44
21,3,318,Schindler's List (1993),3.925,234
21,4,64,"Shawshank Redemption, The (1994)",3.9,201
21,5,603,Rear Window (1954),3.891,155
21,6,488,Sunset Blvd. (1950),3.876,47
21,7,483,Casablanca (1942),3.865,178
21,8,12,"Usual Suspects, The (1995)",3.86,202
21,9,302,L.A. Confidential (1997),3.821,205
21,10,272,Good Will Hunting (1997),3.816,155
22,1,318,Schindler's List (1993),4.609,234
22,2,64,"Shawshank Redemption, The (1994)",4.561,201
22,3,513,"Third Man, The (1949)",4.488,45
22,4,483,Casablanca (1942),4.482,178
22,5,408,"Close Shave, A (1995)",4.4,89
22,6,357,One Flew Over the Cuckoo's Nest (1975),4.387,200
22,7,923,Raise the Red Lantern (1991),4.364,43
22,8,427,To Kill a Mockingbird (1962),4.356,176
22,9,22,Braveheart (1995),4.341,201
22,10,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.335,44
23,1,318,Schindler's List (1993),4.392,234
23,2,169,"Wrong Trousers, The (1993)",4.366,87
23,3,64,"Shawshank Redemption, The (1994)",4.336,201
23,4,488,Sunset Blvd. (1950),4.323,47
23,5,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.319,146
23,6,178,12 Angry Men (1957),4.267,89
23,7,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.256,44
23,8,480,North by Northwest (1959),4.255,134
23,9,513,"Third Man, The (1949)",4.248,45
23,10,515,"Boot, Das (1981)",4.233,148
24,1,408,"Close Shave, A (1995)",4.989,89
24,2,483,Casablanca (1942),4.983,178
24,3,513,"Third Man, The (1949)",4.944,45
24,4,488,Sunset Blvd. (1950),4.912,47
24,5,603,Rear Window (1954),4.843,155
24,6,657,"Manchurian Candidate, The (1962)",4.843,101
24,7,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.833,146
24,8,515,"Boot, Das (1981)",4.819,148
24,9,285,Secrets & Lies (1996),4.817,124
24,10,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.809,44
25,1,318,Schindler's List (1993),4.725,234
25,2,64,"Shawshank Redemption, The (1994)",4.667,201
25,3,12,"Usual Suspects, The (1995)",4.536,202
25,4,251,Shall We Dance? (1996),4.535,31
25,5,313,Titanic (1997),4.53,272
25,6,488,Sunset Blvd. (1950),4.527,47
25,7,483,Casablanca (1942),4.512,178
25,8,169,"Wrong Trousers, The (1993)",4.504,87
25,9,178,12 Angry Men (1957),4.502,89
25,10,603,Rear Window (1954),4.496,155
26,1,408,"Close Shave, A (1995)",4.199,89
26,2,318,Schindler's List (1993),4.066,234
26,3,12,"Usual Suspects, The (1995)",4.057,202
26,4,483,Casablanca (1942),4.038,178
26,5,64,"Shawshank Redemption, The (1994)",4.016,201
26,6,513,"Third Man, The (1949)",3.993,45
26,7,923,Raise the Red Lantern (1991),3.974,43
26,8,357,One Flew Over the Cuckoo's Nest (1975),3.966,200
26,9,169,"Wrong Trousers, The (1993)",3.963,87
26,10,114,Wallace & Gromit: The Best of Aardman Animation (1996),3.957,44
27,1,318,Schindler's List (1993),4.37,234
27,2,408,"Close Shave, A (1995)",4.358,89
27,3,64,"Shawshank Redemption, The (1994)",4.336,201
27,4,513,"Third Man, The (1949)",4.317,45
27,5,483,Casablanca (1942),4.304,178
27,6,488,Sunset Blvd. (1950),4.304,47
27,7,480,North by Northwest (1959),4.276,134
27,8,178,12 Angry Men (1957),4.269,89
27,9,357,One Flew Over the Cuckoo's Nest (1975),4.239,200
27,10,174,Raiders of the Lost Ark (1981),4.239,317
28,1,408,"Close Shave, A (1995)",4.589,89
28,2,318,Schindler's List (1993),4.564,234
28,3,483,Casablanca (1942),4.514,178
28,4,64,"Shawshank Redemption, The (1994)",4.504,201
28,5,657,"Manchurian Candidate, The (1962)",4.474,101
28,6,178,12 Angry Men (1957),4.469,89
28,7,488,Sunset Blvd. (1950),4.454,47
28,8,357,One Flew Over the Cuckoo's Nest (1975),4.451,200
28,9,513,"Third Man, The (1949)",4.412,45
28,10,12,"Usual Suspects, The (1995)",4.404,202
29,1,408,"Close Shave, A (1995)",4.693,89
29,2,513,"Third Man, The (1949)",4.653,45
29,3,318,Schindler's List (1993),4.641,234
29,4,64,"Shawshank Redemption, The (1994)",4.582,201
29,5,357,One Flew Over the Cuckoo's Nest (1975),4.555,200
29,6,483,Casablanca (1942),4.519,178
29,7,169,"Wrong Trousers, The (1993)",4.505,87
29,8,192,Raging Bull (1980),4.498,85
29,9,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.498,44
29,10,178,12 Angry Men (1957),4.477,89
30,1,318,Schindler's List (1993),4.77,234
30,2,408,"Close Shave, A (1995)",4.755,89
30,3,483,Casablanca (1942),4.688,178
30,4,513,"Third Man, The (1949)",4.678,45
30,5,64,"Shawshank Redemption, The (1994)",4.677,201
30,6,511,Lawrence of Arabia (1962),4.659,127
30,7,169,"Wrong Trousers, The (1993)",4.657,87
30,8,12,"Usual Suspects, The (1995)",4.645,202
30,9,357,One Flew Over the Cuckoo's Nest (1975),4.634,200
30,10,923,Raise the Red Lantern (1991),4.617,43
31,1,408,"Close Shave, A (1995)",4.72,89
31,2,318,Schindler's List (1993),4.597,234
31,3,64,"Shawshank Redemption, The (1994)",4.575,201
31,4,483,Casablanca (1942),4.572,178
31,5,357,One Flew Over the Cuckoo's Nest (1975),4.509,200
31,6,178,12 Angry Men (1957),4.503,89
31,7,513,"Third Man, The (1949)",4.487,45
31,8,654,Chinatown (1974),4.479,113
31,9,480,North by Northwest (1959),4.463,134
31,10,169,"Wrong Trousers, The (1993)",4.46,87
32,1,483,Casablanca (1942),4.269,178
32,2,513,"Third Man, The (1949)",4.238,45
32,3,178,12 Angry Men (1957),4.237,89
32,4,64,"Shawshank Redemption, The (1994)",4.237,201
32,5,657,"Manchurian Candidate, The (1962)",4.163,101
32,6,318,Schindler's List (1993),4.162,234
32,7,357,One Flew Over the Cuckoo's Nest (1975),4.14,200
32,8,169,"Wrong Trousers, The (1993)",4.132,87
32,9,603,Rear Window (1954),4.129,155
32,10,190,Henry V (1989),4.122,85
33,1,318,Schindler's List (1993),4.764,234
33,2,408,"Close Shave, A (1995)",4.725,89
33,3,64,"Shawshank Redemption, The (1994)",4.722,201
33,4,178,12 Angry Men (1957),4.679,89
33,5,483,Casablanca (1942),4.674,178
33,6,513,"Third Man, The (1949)",4.629,45
33,7,603,Rear Window (1954),4.624,155
33,8,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.614,44
33,9,174,Raiders of the Lost Ark (1981),4.594,317
33,10,357,One Flew Over the Cuckoo's Nest (1975),4.592,200
34,1,483,Casablanca (1942),5.0,178
34,2,357,One Flew Over the Cuckoo's Nest (1975),4.956,200
34,3,408,"Close Shave, A (1995)",4.933,89
34,4,318,Schindler's List (1993),4.932,234
34,5,64,"Shawshank Redemption, The (1994)",4.928,201
34,6,178,12 Angry Men (1957),4.918,89
34,7,488,Sunset Blvd. (1950),4.882,47
34,8,12,"Usual Suspects, The (1995)",4.872,202
34,9,513,"Third Man, The (1949)",4.869,45
34,10,169,"Wrong Trousers, The (1993)",4.854,87
35,1,408,"Close Shave, A (1995)",4.416,89
35,2,318,Schindler's List (1993),4.374,234
35,3,64,"Shawshank Redemption, The (1994)",4.372,201
35,4,178,12 Angry Men (1957),4.37,89
35,5,483,Casablanca (1942),4.37,178
35,6,513,"Third Man, The (1949)",4.365,45
35,7,603,Rear Window (1954),4.359,155
35,8,169,"Wrong Trousers, The (1993)",4.337,87
35,9,313,Titanic (1997),4.309,272
35,10,50,Star Wars (1977),4.3,438
36,1,483,Casablanca (1942),4.816,178
36,2,513,"Third Man, The (1949)",4.812,45
36,3,408,"Close Shave, A (1995)",4.811,89
36,4,64,"Shawshank Redemption, The (1994)",4.806,201
36,5,318,Schindler's List (1993),4.784,234
36,6,178,12 Angry Men (1957),4.751,89
36,7,480,North by Northwest (1959),4.737,134
36,8,169,"Wrong Trousers, The (1993)",4.736,87
36,9,427,To Kill a Mockingbird (1962),4.73,176
36,10,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.721,44
37,1,318,Schindler's List (1993),4.733,234
37,2,408,"Close Shave, A (1995)",4.73,89
37,3,64,"Shawshank Redemption, The (1994)",4.676,201
37,4,513,"Third Man, The (1949)",4.659,45
37,5,357,One Flew Over the Cuckoo's Nest (1975),4.656,200
37,6,169,"Wrong Trousers, The (1993)",4.605,87
37,7,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.605,146
37,8,483,Casablanca (1942),4.604,178
37,9,178,12 Angry Men (1957),4.604,89
37,10,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.576,44
38,1,318,Schindler's List (1993),4.96,234
38,2,513,"Third Man, The (1949)",4.903,45
38,3,64,"Shawshank Redemption, The (1994)",4.896,201
38,4,190,Henry V (1989),4.851,85
38,5,483,Casablanca (1942),4.831,178
38,6,408,"Close Shave, A (1995)",4.813,89
38,7,488,Sunset Blvd. (1950),4.808,47
38,8,174,Raiders of the Lost Ark (1981),4.789,317
38,9,169,"Wrong Trousers, The (1993)",4.789,87
38,10,285,Secrets & Lies (1996),4.788,124
39,1,318,Schindler's List (1993),4.713,234
39,2,408,"Close Shave, A (1995)",4.623,89
39,3,50,Star Wars (1977),4.574,438
39,4,513,"Third Man, The (1949)",4.565,45
39,5,178,12 Angry Men (1957),4.562,89
39,6,64,"Shawshank Redemption, The (1994)",4.548,201
39,7,483,Casablanca (1942),4.532,178
39,8,657,"Manchurian Candidate, The (1962)",4.516,101
39,9,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.511,44
39,10,479,Vertigo (1958),4.44,141
40,1,408,"Close Shave, A (1995)",3.912,89
40,2,64,"Shawshank Redemption, The (1994)",3.886,201
40,3,318,Schindler's List (1993),3.863,234
40,4,169,"Wrong Trousers, The (1993)",3.858,87
40,5,12,"Usual Suspects, The (1995)",3.83,202
40,6,357,One Flew Over the Cuckoo's Nest (1975),3.791,200
40,7,483,Casablanca (1942),3.789,178
40,8,513,"Third Man, The (1949)",3.784,45
40,9,114,Wallace & Gromit: The Best of Aardman Animation (1996),3.761,44
40,10,427,To Kill a Mockingbird (1962),3.745,176
41,1,483,Casablanca (1942),4.334,178
41,2,408,"Close Shave, A (1995)",4.319,89
41,3,64,"Shawshank Redemption, The (1994)",4.254,201
41,4,169,"Wrong Trousers, The (1993)",4.232,87
41,5,12,"Usual Suspects, The (1995)",4.216,202
41,6,603,Rear Window (1954),4.212,155
41,7,657,"Manchurian Candidate, The (1962)",4.209,101
41,8,488,Sunset Blvd. (1950),4.193,47
41,9,357,One Flew Over the Cuckoo's Nest (1975),4.18,200
41,10,513,"Third Man, The (1949)",4.178,45
42,1,64,"Shawshank Redemption, The (1994)",4.651,201
42,2,169,"Wrong Trousers, The (1993)",4.584,87
42,3,408,"Close Shave, A (1995)",4.576,89
42,4,513,"Third Man, The (1949)",4.52,45
42,5,178,12 Angry Men (1957),4.515,89
42,6,50,Star Wars (1977),4.513,438
42,7,22,Braveheart (1995),4.488,201
42,8,480,North by Northwest (1959),4.483,134
42,9,483,Casablanca (1942),4.477,178
42,10,285,Secrets & Lies (1996),4.463,124
43,1,483,Casablanca (1942),4.585,178
43,2,178,12 Angry Men (1957),4.519,89
43,3,357,One Flew Over the Cuckoo's Nest (1975),4.502,200
43,4,513,"Third Man, The (1949)",4.484,45
43,5,480,North by Northwest (1959),4.466,134
43,6,923,Raise the Red Lantern (1991),4.454,43
43,7,427,To Kill a Mockingbird (1962),4.453,176
43,8,251,Shall We Dance? (1996),4.437,31
43,9,647,Ran (1985),4.424,50
43,10,488,Sunset Blvd. (1950),4.42,47
44,1,408,"Close Shave, A (1995)",4.459,89
44,2,483,Casablanca (1942),4.434,178
44,3,178,12 Angry Men (1957),4.391,89
44,4,169,"Wrong Trousers, The (1993)",4.368,87
44,5,513,"Third Man, The (1949)",4.358,45
44,6,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.33,44
44,7,511,Lawrence of Arabia (1962),4.327,127
44,8,134,Citizen Kane (1941),4.274,136
44,9,285,Secrets & Lies (1996),4.271,124
44,10,480,North by Northwest (1959),4.259,134
45,1,483,Casablanca (1942),4.766,178
45,2,169,"Wrong Trousers, The (1993)",4.708,87
45,3,513,"Third Man, The (1949)",4.654,45
45,4,318,Schindler's List (1993),4.647,234
45,5,64,"Shawshank Redemption, The (1994)",4.62,201
45,6,408,"Close Shave, A (1995)",4.611,89
45,7,427,To Kill a Mockingbird (1962),4.594,176
45,8,285,Secrets & Lies (1996),4.593,124
45,9,272,Good Will Hunting (1997),4.554,155
45,10,603,Rear Window (1954),4.543,155
46,1,483,Casablanca (1942),4.733,178
46,2,169,"Wrong Trousers, The (1993)",4.719,87
46,3,408,"Close Shave, A (1995)",4.712,89
46,4,318,Schindler's List (1993),4.702,234
46,5,513,"Third Man, The (1949)",4.687,45
46,6,488,Sunset Blvd. (1950),4.661,47
46,7,64,"Shawshank Redemption, The (1994)",4.653,201
46,8,427,To Kill a Mockingbird (1962),4.604,176
46,9,923,Raise the Red Lantern (1991),4.595,43
46,10,603,Rear Window (1954),4.577,155
47,1,318,Schindler's List (1993),4.741,234
47,2,483,Casablanca (1942),4.652,178
47,3,513,"Third Man, The (1949)",4.62,45
47,4,408,"Close Shave, A (1995)",4.607,89
47,5,64,"Shawshank Redemption, The (1994)",4.588,201
47,6,603,Rear Window (1954),4.516,155
47,7,50,Star Wars (1977),4.497,438
47,8,427,To Kill a Mockingbird (1962),4.486,176
47,9,178,12 Angry Men (1957),4.484,89
47,10,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.48,146
48,1,408,"Close Shave, A (1995)",4.504,89
48,2,513,"Third Man, The (1949)",4.503,45
48,3,318,Schindler's List (1993),4.494,234
48,4,64,"Shawshank Redemption, The (1994)",4.481,201
48,5,169,"Wrong Trousers, The (1993)",4.429,87
48,6,178,12 Angry Men (1957),4.417,89
48,7,515,"Boot, Das (1981)",4.375,148
48,8,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.355,44
48,9,272,Good Will Hunting (1997),4.35,155
48,10,12,"Usual Suspects, The (1995)",4.342,202
49,1,408,"Close Shave, A (1995)",3.794,89
49,2,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3.779,146
49,3,483,Casablanca (1942),3.772,178
49,4,169,"Wrong Trousers, The (1993)",3.734,87
49,5,318,Schindler's List (1993),3.702,234
49,6,654,Chinatown (1974),3.7,113
49,7,488,Sunset Blvd. (1950),3.642,47
49,8,127,"Godfather, The (1972)",3.635,308
49,9,603,Rear Window (1954),3.629,155
49,10,357,One Flew Over the Cuckoo's Nest (1975),3.619,200
50,1,408,"Close Shave, A (1995)",4.652,89
50,2,318,Schindler's List (1993),4.5,234
50,3,357,One Flew Over the Cuckoo's Nest (1975),4.429,200
50,4,192,Raging Bull (1980),4.415,85
50,5,657,"Manchurian Candidate, The (1962)",4.414,101
50,6,178,12 Angry Men (1957),4.41,89
50,7,483,Casablanca (1942),4.384,178
50,8,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.381,44
50,9,603,Rear Window (1954),4.375,155
50,10,98,"Silence of the Lambs, The (1991)",4.373,290
51,1,408,"Close Shave, A (1995)",4.303,89
51,2,318,Schindler's List (1993),4.283,234
51,3,483,Casablanca (1942),4.234,178
51,4,169,"Wrong Trousers, The (1993)",4.224,87
51,5,178,12 Angry Men (1957),4.203,89
51,6,174,Raiders of the Lost Ark (1981),4.202,317
51,7,513,"Third Man, The (1949)",4.195,45
51,8,313,Titanic (1997),4.192,272
51,9,488,Sunset Blvd. (1950),4.17,47
51,10,357,One Flew Over the Cuckoo's Nest (1975),4.167,200
52,1,408,"Close Shave, A (1995)",5.0,89
52,2,483,Casablanca (1942),5.0,178
52,3,64,"Shawshank Redemption, The (1994)",5.0,201
52,4,513,"Third Man, The (1949)",4.981,45
52,5,169,"Wrong Trousers, The (1993)",4.965,87
52,6,50,Star Wars (1977),4.951,438
52,7,178,12 Angry Men (1957),4.931,89
52,8,174,Raiders of the Lost Ark (1981),4.914,317
52,9,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.895,44
52,10,12,"Usual Suspects, The (1995)",4.894,202
53,1,408,"Close Shave, A (1995)",4.739,89
53,2,318,Schindler's List (1993),4.702,234
53,3,513,"Third Man, The (1949)",4.688,45
53,4,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.65,44
53,5,483,Casablanca (1942),4.649,178
53,6,603,Rear Window (1954),4.589,155
53,7,515,"Boot, Das (1981)",4.571,148
53,8,98,"Silence of the Lambs, The (1991)",4.556,290
53,9,169,"Wrong Trousers, The (1993)",4.549,87
53,10,178,12 Angry Men (1957),4.543,89
54,1,318,Schindler's List (1993),4.885,234
54,2,64,"Shawshank Redemption, The (1994)",4.781,201
54,3,178,12 Angry Men (1957),4.735,89
54,4,483,Casablanca (1942),4.73,178
54,5,603,Rear Window (1954),4.687,155
54,6,169,"Wrong Trousers, The (1993)",4.686,87
54,7,657,"Manchurian Candidate, The (1962)",4.676,101
54,8,114,Wallace & Gromit: The Best of Aardman Animation (1996),4.675,44
54,9,408,"Close Shave, A (1995)",4.66,89
